pincode,City,DistrictsName,State
230502,Pratapgarh,Pratapgarh,Uttar Pradesh
232111,Varanasi,Varanasi,Uttar Pradesh
242305,Khudaganj,Shahjahanpur,Uttar Pradesh
272189,Siddharthnagar,Siddharthnagar,Uttar Pradesh
272205,Basti,Basti,Uttar Pradesh
283123,Pinahat,Agra,Uttar Pradesh
285232,Jalaun,Jalaun,Uttar Pradesh
303505,Jaipur,Jaipur,Rajasthan
314804,Dungarpur,Dungarpur,Rajasthan
322030,Swaimadhopur,Swaimadhopur,Rajasthan
332026,Sikar,Sikar,Rajasthan
332407,Sikar,Sikar,Rajasthan
344704,Barmer,Barmer,Rajasthan
370625,Bhuj,Kuchchh,Gujarat
383260,Himatnagar,Sabarkantha,Gujarat
414201,Ahmednagar,Ahmednagar,Maharashtra
423211,Nashik,Nashik,Maharashtra
425421,Dhule,Dhule,Maharashtra
444115,Akola,Akola,Maharashtra
445102,Yeotamal,Yeotamal,Maharashtra
453652,Indore,Indore,Madhya Pradesh
462011,Bhopal,Bhopal,Madhya Pradesh
464774,Raisen,Raisen,Madhya Pradesh
475693,Datia,Datia,Madhya Pradesh
494775,Durg,Durg,Chhattisgarh
497114,Kawardha,Kawardha,Chhattisgarh
502117,Medak,Medak,Andhra Pradesh
502248,Medak,Medak,Andhra Pradesh
503125,Nizamabad,Nizamabad,Andhra Pradesh
504318,Adilabad,Adilabad,Andhra Pradesh
507213,Khammam,Khammam,Andhra Pradesh
508296,Nalgonda,Nalgonda,Andhra Pradesh
515672,Anantapur,Anantapur,Andhra Pradesh
516162,Cuddapah,Cuddapah,Andhra Pradesh
517161,Chittoor,Chittoor,Andhra Pradesh
521157,Krishna,Krishna,Andhra Pradesh
522626,Guntur,Guntur,Andhra Pradesh
523219,Prakasam,Prakasam,Andhra Pradesh
533243,East Godavari,East Godavari,Andhra Pradesh
560013,Bangalore,Bangalore,Karnataka
573222,Hagaribommanahalli,Hassan,Karnataka
573223,Hassan,Hassan,Karnataka
574160,Mangalore,Dak. Kannada,Karnataka
577239,Mangalore,Dak. Kannada,Karnataka
577444,Arkalgud,Shimoga,Karnataka
577602,Chitradurga,Chitradurga,Karnataka
581221,Dharwar,Dharwar,Karnataka
581328,Karwar,Uttar Kannada,Karnataka
583203,Bellary,Bellary,Karnataka
585226,Bidar,Bidar,Karnataka
585241,Chitapur,Gulbarga,Karnataka
585369,Jevargi,Gulbarga,Karnataka
585435,Bidar,Bidar,Karnataka
591292,Belgaum,Belgaum,Karnataka
606905,Vellore,Vellore,Tamil Nadu
609204,Thanjavur,Thanjavur,Tamil Nadu
610116,Thanjavur,Thanjavur,Tamil Nadu
612702,Thanjavur,Thanjavur,Tamil Nadu
614625,Thanjavur,Thanjavur,Tamil Nadu
614814,Thanjavur,Thanjavur,Tamil Nadu
621215,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
621802,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
624004,Dindigul,Dindigul,Tamil Nadu
624622,Dindigul,Dindigul,Tamil Nadu
626101,Virudhunagar,Virudhunagar,Tamil Nadu
627113,Tirunelveli,Tirunelveli,Tamil Nadu
627604,Tirunelveli,Tirunelveli,Tamil Nadu
628051,Tirunelveli,Tirunelveli,Tamil Nadu
635653,Vellore,Vellore,Tamil Nadu
635901,Sivaganga,Sivaganga,Tamil Nadu
636805,Dharmapuri,Dharmapuri,Tamil Nadu
637001,Salem,Salem,Tamil Nadu
637502,Salem,Salem,Tamil Nadu
638154,Pasur,Madurai,Tamil Nadu
641018,Coimbatore,Coimbatore,Tamil Nadu
642147,Coimbatore,Coimbatore,Tamil Nadu
678623,Thrissur,Thrissur,Kerala
679536,Thrissur,Thrissur,Kerala
680321,Thrissur,Thrissur,Kerala
680595,Thrissur,Thrissur,Kerala
685571,Iduki,Iduki,Kerala
686034,Kottayam,Kottayam,Kerala
689600,Alappuzha,Alappuzha,Kerala
690513,Alappuzha,Alappuzha,Kerala
695126,Trivandrum,Trivandrum,Kerala
712502,Bansberia,Hooghly,West Bengal
713212,Bardhaman,Bardhaman,West Bengal
721149,Bankura,Bankura,West Bengal
723157,Puruliya,Purulia,West Bengal
737134,Singtam,East Sikkim,Sikkim
742161,Berhampore,Murshidabad,West Bengal
743176,Panihati,North 24 Parganas,West Bengal
743513,Barast,South 24 Parganas,West Bengal
755032,Cuttack,Cuttack,Orissa
768042,Bargarh,Bargarh,Orissa
768043,Sambalpur,Sambalpur,Orissa
782001,Nagaon,Nagaon,Assam
786186,Kalaigaon,Jorhat,Assam
788011,Silchar,Chacher,Assam
804407,Gaya,Gaya,Bihar
811317,Jamui,Jamui,Bihar
813104,Bhagalpur,Bhagalpur,Bihar
816102,Sahebganj,Sahebganj,Jharkhand
825402,Hazaribagh,Hazaribagh,Jharkhand
842004,Muzaffarpur,Muzaffarpur,Bihar
845518,Motihari,Purba Champaran,Bihar
847107,Muzaffarpur,Muzaffarpur,Bihar
847121,Darbhanga,Darbhanga,Bihar
852153,Saharsa,Saharsa,Bihar
855119,Kishanganj,Kishanganj,Bihar
124320,Rohtak,Rohtak,Haryana
131028,Sonepat,Sonepat,Haryana
141104,Ludhiana,Ludhiana,Punjab
141318,Kapurthala,Kapurthala,Punjab
171002,Shimla,Shimla,Himachal Pradesh
171205,Jubbal,Shimla,Himachal Pradesh
175002,Mandi,Mandi,Himachal Pradesh
175026,Mandi,Mandi,Himachal Pradesh
177033,Nadaun,Hamirpur,Himachal Pradesh
202135,Aligarh,Aligarh,Uttar Pradesh
224122,Akbarpur,Faizabad,Uttar Pradesh
226004,Lucknow,Lucknow,Uttar Pradesh
243403,Bareilly,Bareilly,Uttar Pradesh
244251,Moradabad,Moradabad,Uttar Pradesh
246437,Gopeshwar,Chamoli,Uttaranchal
247002,Saharanpur,Saharanpur,Uttar Pradesh
271124,Wazirganj,Gonda,Uttar Pradesh
313031,Udaipur,Udaipur,Rajasthan
313212,Udaipur,Udaipur,Rajasthan
327032,Banswara,Banswara,Rajasthan
333016,JhunJhunu,JhunJhunu,Rajasthan
344032,Barmer,Barmer,Rajasthan
361330,Jamnagar,Jamnagar,Gujarat
364311,Bhavnagar,Bhavnagar,Gujarat
370430,Bhuj,Kuchchh,Gujarat
389180,Godhara,Panchmahal,Gujarat
389382,Dohad,Dohad,Gujarat
391245,Vadodara,Vadodara,Gujarat
392115,Bharuch,Bharuch,Gujarat
394335,Surat,Surat,Gujarat
402305,Alibag,Raigarh,Maharashtra
403725,Margao,South Goa,Goa
412303,Jejuri,Pune,Maharashtra
414203,Beed,Beed,Maharashtra
416216,Kagal,Kolhapur,Maharashtra
444711,Amraoti,Amraoti,Maharashtra
470661,Damoh,Damoh,Madhya Pradesh
481001,Balaghat,Balaghat,Madhya Pradesh
484114,Shahdol,Shahdol,Madhya Pradesh
500011,Hyderabad,Hyderabad,Andhra Pradesh
505174,Karimnagar,Karimnagar,Andhra Pradesh
507111,Bhadrachalam,Khammam,Andhra Pradesh
507306,Dammapeta,Khammam,Andhra Pradesh
508253,Nalgonda,Nalgonda,Andhra Pradesh
509112,Mahboobnagar,Mahboobnagar,Andhra Pradesh
509401,Mahboobnagar,Mahboobnagar,Andhra Pradesh
518470,Kurnool,Kurnool,Andhra Pradesh
518598,Kurnool,Kurnool,Andhra Pradesh
523001,Prakasam,Prakasam,Andhra Pradesh
523156,Prakasam,Prakasam,Andhra Pradesh
523168,Prakasam,Prakasam,Andhra Pradesh
534265,West Godavari,West Godavari,Andhra Pradesh
571105,Hunsur,Mysore,Karnataka
571610,Hunsur,Mysore,Karnataka
572157,Heggadadevankote,Mysore,Karnataka
572230,Tumkur,Tumkur,Karnataka
573127,Bangalore,Bangalore,Karnataka
574133,Mangalore,Dak. Kannada,Karnataka
575001,Mangalore,Dak. Kannada,Karnataka
583147,Bellary,Bellary,Karnataka
585288,Hassan,Hassan,Karnataka
586232,Basavana Bagevadi,Bijapur,Karnataka
591101,Belgaum,Belgaum,Karnataka
602105,Tiruvallur,Tiruvallur,Tamil Nadu
610102,Thanjavur,Thanjavur,Tamil Nadu
611115,Thanjavur,Thanjavur,Tamil Nadu
612108,Thanjavur,Thanjavur,Tamil Nadu
612502,Thanjavur,Thanjavur,Tamil Nadu
614630,Thanjavur,Thanjavur,Tamil Nadu
614820,Thanjavur,Thanjavur,Tamil Nadu
623215,Sivaganga,Sivaganga,Tamil Nadu
623405,Sivaganga,Sivaganga,Tamil Nadu
625008,Madurai,Madurai,Tamil Nadu
627252,Tirunelveli,Tirunelveli,Tamil Nadu
627952,Tirunelveli,Tirunelveli,Tamil Nadu
628612,Tirunelveli,Tirunelveli,Tamil Nadu
631004,Vellore,Vellore,Tamil Nadu
638151,Kodumudi,Madurai,Tamil Nadu
643001,Uthagamandalam,The Nilgiri,Tamil Nadu
643242,Uthagamandalam,The Nilgiri,Tamil Nadu
686533,Kottayam,Kottayam,Kerala
688533,Alappuzha,Alappuzha,Kerala
689722,Alappuzha,Alappuzha,Kerala
700027,Kolkata,Calcutta,West Bengal
712702,Chinsurah,Hooghly,West Bengal
713165,Bardhaman,Bardhaman,West Bengal
713419,Bardhaman,Bardhaman,West Bengal
721607,Medinipur,Midnapur,West Bengal
721650,Medinipur,Midnapur,West Bengal
722102,Bankura,Bankura,West Bengal
731240,Suri,Birbhum,West Bengal
733208,West Dinajpur,West Dinajpur,West Bengal
741404,Santipur,Nadiad,West Bengal
743221,Alipore,North 24 Parganas,West Bengal
743349,Barast,South 24 Parganas,West Bengal
751005,Puri,Puri,Orissa
752011,Puri,Puri,Orissa
754134,Cuttack,Cuttack,Orissa
754144,Jagatsinghapur,Jagatsinghapur,Orissa
761135,Chatrapur,Ganjam,Orissa
765016,Koraput,Koraput,Orissa
768106,Sambalpur,Sambalpur,Orissa
785689,Sibsagar,Sibsagar,Assam
785693,Sibsagar,Sibsagar,Assam
786602,Dibrugarh,Dibrugarh,Assam
788025,Silchar,Chacher,Assam
794005,Tura,West Garo Hills,Meghalaya
801109,Patna,Patna,Bihar
804431,Jahanabad,Jahanabad,Bihar
811101,Sheikhpura,Sheikhpura,Bihar
811109,Munger,Munger,Bihar
828127,Dhanbad,Dhanbad,Jharkhand
829126,Hazaribagh,Hazaribagh,Jharkhand
832303,Ghatshila,Paschimi Singhbhum,Jharkhand
841252,Siwan,Siwan,Bihar
841428,Gopalganj,Gopalganj,Bihar
841501,Gopalganj,Gopalganj,Bihar
843163,Muzaffarpur,Muzaffarpur,Bihar
848124,Samastipur,Samastipur,Bihar
851112,Begusarai,Begusarai,Bihar
854120,Katihar,Katihar,Bihar
855115,Purnia,Purnia,Bihar
125052,Sirsa,Sirsa,Haryana
131036,Sonepat,Sonepat,Haryana
140501,Patiala,Patiala,Punjab
143538,Gurdaspur,Gurdaspur,Punjab
151107,Bhatinda,Bhatinda,Punjab
151110,Bhatinda,Bhatinda,Punjab
151505,Mansa,Mansa,Punjab
152114,Faridkot,Faridkot,Punjab
160008,Chandigarh,Chandigarh,Chandigarh
174001,Bilaspur,Bilaspur,Himachal Pradesh
174031,Bilaspur,Bilaspur,Himachal Pradesh
175129,Kullu,Kullu,Himachal Pradesh
176044,Hamirpur,Hamirpur,Himachal Pradesh
177021,Hamirpur,Hamirpur,Himachal Pradesh
190006,Srinagar,Srinagar,Jammu & Kashmir
202132,Etah,Etah,Uttar Pradesh
211004,Allahabad,Allahabad,Uttar Pradesh
212502,Allahabad,Allahabad,Uttar Pradesh
222148,Jaunpur,Jaunpur,Uttar Pradesh
226003,Lucknow,Lucknow,Uttar Pradesh
229122,Raibareilly,Raibareilly,Uttar Pradesh
248164,Dehradun,Dehradun,Uttaranchal
262408,Nainital,Nainital,Uttaranchal
272209,Sahjanwa,Basti,Uttar Pradesh
275305,Kopaganj,Chitrakoot,Uttar Pradesh
283119,Agra,Agra,Uttar Pradesh
285222,Jalaun,Jalaun,Uttar Pradesh
312607,Chittorgarh,Chittorgarh,Rajasthan
341031,Nagaur,Nagaur,Rajasthan
342028,Jodhpur,Jodhpur,Rajasthan
342607,Jodhpur,Jodhpur,Rajasthan
360590,Junagadh,Junagadh,Gujarat
363621,Rajkot,Rajkot,Gujarat
383330,Himatnagar,Sabarkantha,Gujarat
384355,Mahesana,Mahesana,Gujarat
385010,Palanpur,Banaskantha,Gujarat
391774,Vadodara,Vadodara,Gujarat
412205,Pune,Pune,Maharashtra
412413,Pune,Pune,Maharashtra
412415,Pune,Pune,Maharashtra
416322,Sangli,Sangli,Maharashtra
416411,Sangli,Sangli,Maharashtra
441112,Nagpur,Nagpur,Maharashtra
480115,Chhindwara,Chhindwara,Madhya Pradesh
481776,Mandla,Mandla,Madhya Pradesh
490036,Durg,Durg,Chhattisgarh
491227,Durg,Durg,Chhattisgarh
493330,Raipur,Raipur,Chhattisgarh
500015,Hyderabad,Hyderabad,Andhra Pradesh
500659,Hyderabad,Hyderabad,Andhra Pradesh
503309,Nizamabad,Nizamabad,Andhra Pradesh
509375,Lingotam,Mahboobnagar,Andhra Pradesh
515214,Anantapur,Anantapur,Andhra Pradesh
515822,Anantapur,Anantapur,Andhra Pradesh
516003,Cuddapah,Cuddapah,Andhra Pradesh
518001,Kurnool,Kurnool,Andhra Pradesh
522329,Guntur,Guntur,Andhra Pradesh
530028,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh
531024,Vizianagaram,Vizianagaram,Andhra Pradesh
532214,Srikakulam,Srikakulam,Andhra Pradesh
560080,Bangalore,Bangalore,Karnataka
571220,Alur,Koduru,Karnataka
572153,Malur,Tumkur,Karnataka
574130,Mangalore,Dak. Kannada,Karnataka
580212,Hubli,Dharwar,Karnataka
582120,Shirhatti,Dharwar,Karnataka
583216,Bellary,Bellary,Karnataka
584156,Devadurga,Raichur,Karnataka
586131,Afzalpur,Bijapur,Karnataka
586223,Indi,Bijapur,Karnataka
587314,Bijapur,Bijapur,Karnataka
601203,Minjur,Tiruvallur,Tamil Nadu
610112,Thanjavur,Thanjavur,Tamil Nadu
612203,Thanjavur,Thanjavur,Tamil Nadu
612204,Thanjavur,Thanjavur,Tamil Nadu
612302,Thanjavur,Thanjavur,Tamil Nadu
613702,Thanjavur,Thanjavur,Tamil Nadu
623502,Ramanathapuram,Ramanathapuram,Tamil Nadu
626195,Virudhunagar,Virudhunagar,Tamil Nadu
626566,Madurai,Madurai,Tamil Nadu
627132,Tirunelveli,Tirunelveli,Tamil Nadu
627903,Tirunelveli,Tirunelveli,Tamil Nadu
628703,Tirunelveli,Tirunelveli,Tamil Nadu
629181,Kanyakumari,Kanyakumari,Tamil Nadu
629805,Kanyakumari,Kanyakumari,Tamil Nadu
631603,Tiruvallur,Tiruvallur,Tamil Nadu
632301,Vellore,Vellore,Tamil Nadu
638153,Madurai,Madurai,Tamil Nadu
643236,Uthagamandalam,The Nilgiri,Tamil Nadu
670013,Cannanore (Kannur),Kannur,Kerala
670105,Cannanore (Kannur),Kannur,Kerala
671323,Kasargode,Kasargode,Kerala
673015,Beypore,Kozhikode,Kerala
673309,Kozhikode,Kozhikode,Kerala
673531,Kozhikode,Kozhikode,Kerala
679534,Thrissur,Thrissur,Kerala
680567,Thrissur,Thrissur,Kerala
682006,Ernakulam,Ernakulam,Kerala
682555,Ernakulam,Ernakulam,Kerala
683517,Ernakulam,Ernakulam,Kerala
689101,Pathanamthitta,Pathanamthitta,Kerala
689504,Alappuzha,Alappuzha,Kerala
691334,Kollam,Kollam,Kerala
695313,#N/A,Trivandrum,Kerala
695505,Trivandrum,Trivandrum,Kerala
695614,Trivandrum,Trivandrum,Kerala
700017,Kolkata,Calcutta,West Bengal
700053,Kolkata,Calcutta,West Bengal
721455,Medinipur,Midnapur,West Bengal
731145,Suri,Birbhum,West Bengal
743135,Alipore,North 24 Parganas,West Bengal
743703,Alipore,North 24 Parganas,West Bengal
752063,Kordha,Kordha,Orissa
757038,Baripara,Mayurbhanj,Orissa
761027,Chatrapur,Ganjam,Orissa
767032,Bolangir,Bolangir,Orissa
767050,Bolangir,Bolangir,Orissa
768113,Sambalpur,Sambalpur,Orissa
770075,Sundargarh,Sundargarh,Orissa
788121,Silchar,Chacher,Assam
800015,Patna,Patna,Bihar
802128,Arrah,Bhojpur,Bihar
828303,Dhanbad,Dhanbad,Jharkhand
845303,Motihari,Purba Champaran,Bihar
845475,Betia,West Champaran,Bihar
123020,Bhiwani,Bhiwani,Haryana
125087,Ladwa,Hissar,Haryana
131030,Sonepat,Sonepat,Haryana
131112,Sonepat,Sonepat,Haryana
140407,Patiala,Patiala,Punjab
141119,Ludhiana,Ludhiana,Punjab
173204,Kasauli,Solan,Himachal Pradesh
182128,Udhampur,Udhampur,Jammu & Kashmir
202416,Moradabad,Moradabad,Uttar Pradesh
206244,Etwah,Etwah,Uttar Pradesh
210204,Banda,Banda,Uttar Pradesh
223223,Atraulia,Sant Kabir Nagar,Uttar Pradesh
226006,Lucknow,Lucknow,Uttar Pradesh
228131,Dostpur,Sultanpur,Uttar Pradesh
230402,Pratapgarh,Pratapgarh,Uttar Pradesh
242101,Shahjahanpur,Shahjahanpur,Uttar Pradesh
249201,Rishikesh,Dehradun,Uttaranchal
282002,Agra,Agra,Uttar Pradesh
303804,Jaipur,Jaipur,Rajasthan
303907,Jaipur,Jaipur,Rajasthan
311801,Bhilwara,Bhilwara,Rajasthan
313337,Udaipur,Udaipur,Rajasthan
321204,Bharatpur,Bharatpur,Rajasthan
331030,JhunJhunu,JhunJhunu,Rajasthan
333038,JhunJhunu,JhunJhunu,Rajasthan
333309,JhunJhunu,JhunJhunu,Rajasthan
333313,JhunJhunu,JhunJhunu,Rajasthan
335524,Ganganagar,Ganganagar,Rajasthan
335707,Ganganagar,Ganganagar,Rajasthan
341534,Nagaur,Nagaur,Rajasthan
342027,Jodhpur,Jodhpur,Rajasthan
360575,Junagadh,Junagadh,Gujarat
361150,Jamnagar,Jamnagar,Gujarat
362130,Visavadar,Junagadh,Gujarat
362710,Junagadh,Junagadh,Gujarat
363665,Jamnagar,Jamnagar,Gujarat
364295,Bhavnagar,Bhavnagar,Gujarat
383781,Mahesana,Mahesana,Gujarat
384291,Mahesana,Mahesana,Gujarat
394326,Surat,Surat,Gujarat
400601,Thane,Thane,Maharashtra
401206,Thane,Thane,Maharashtra
416218,Kolhapur,Kolhapur,Maharashtra
416310,Sangli,Sangli,Maharashtra
421001,Ulhasnagar,Thane,Maharashtra
423402,Nashik,Nashik,Maharashtra
431121,Aurangabad,Aurangabad,Maharashtra
441208,Gadchiroli,Gadchiroli,Maharashtra
441806,Bhandara,Bhandara,Maharashtra
441908,Bhandara,Bhandara,Maharashtra
444301,Buldhana,Buldhana,Maharashtra
453115,Depalpur,Indore,Madhya Pradesh
454730,Dhar,Dhar,Madhya Pradesh
457001,Ratlam,Ratlam,Madhya Pradesh
490011,Durg,Durg,Chhattisgarh
495330,Takhatpur,Bilaspur,Chhattisgarh
502109,Medak,Medak,Andhra Pradesh
502113,Medak,Medak,Andhra Pradesh
503164,Nizamabad,Nizamabad,Andhra Pradesh
507139,Khammam,Khammam,Andhra Pradesh
515531,Anantapur,Anantapur,Andhra Pradesh
516215,Cuddapah,Cuddapah,Andhra Pradesh
517505,Chittoor,Chittoor,Andhra Pradesh
521230,Krishna,Krishna,Andhra Pradesh
521255,Krishna,Krishna,Andhra Pradesh
521366,Pedana,Krishna,Andhra Pradesh
522026,Guntur,Guntur,Andhra Pradesh
522290,Guntur,Guntur,Andhra Pradesh
522307,Guntur,Guntur,Andhra Pradesh
522317,Guntur,Guntur,Andhra Pradesh
522436,Guntur,Guntur,Andhra Pradesh
531116,Vizianagaram,Vizianagaram,Andhra Pradesh
532213,Srikakulam,Srikakulam,Andhra Pradesh
533409,West Godavari,West Godavari,Andhra Pradesh
560048,Mahadevapura,Bangalore,Karnataka
563138,Srinivaspur,Kolar,Karnataka
570004,Mysore,Mysore,Karnataka
571312,Mysore,Mysore,Karnataka
571498,Kollegal,Mysore,Karnataka
571601,Mysore,Mysore,Karnataka
573144,Chitradurga,Chitradurga,Karnataka
574116,Mangalore,Dak. Kannada,Karnataka
574142,Bajpe,Dak. Kannada,Karnataka
574150,Mangalore,Dak. Kannada,Karnataka
574171,Mangalore,Dak. Kannada,Karnataka
574188,Mangalore,Dak. Kannada,Karnataka
576221,Mangalore,Dak. Kannada,Karnataka
577436,Hosanagara,Shimoga,Karnataka
580032,Dharwar,Dharwar,Karnataka
581179,Ranibennur,Dharwar,Karnataka
581202,Gangawati,Dharwar,Karnataka
581316,Karwar,Uttar Kannada,Karnataka
583254,Bellary,Bellary,Karnataka
584129,Gangawati,Raichur,Karnataka
584165,Sindhnur,Raichur,Karnataka
585374,Gulbarga,Gulbarga,Karnataka
600080,Viluppuram,Viluppuram,Tamil Nadu
601302,Tiruvallur,Tiruvallur,Tamil Nadu
603303,Cuddalore,Cuddalore,Tamil Nadu
609129,Thanjavur,Thanjavur,Tamil Nadu
620021,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
621004,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
621315,Virudhunagar,Virudhunagar,Tamil Nadu
623201,Sivaganga,Sivaganga,Tamil Nadu
623319,Sivaganga,Sivaganga,Tamil Nadu
623516,Ramanathapuram,Ramanathapuram,Tamil Nadu
627810,Tirunelveli,Tirunelveli,Tamil Nadu
628226,Pallipattu,Sivaganga,Tamil Nadu
631206,Tiruvallur,Tiruvallur,Tamil Nadu
632318,Vellore,Vellore,Tamil Nadu
636751,Dharmapuri,Dharmapuri,Tamil Nadu
639104,Madurai,Madurai,Tamil Nadu
641103,Irugur,Coimbatore,Tamil Nadu
643209,Uthagamandalam,The Nilgiri,Tamil Nadu
643246,Uthagamandalam,The Nilgiri,Tamil Nadu
670306,Cannanore (Kannur),Kannur,Kerala
678583,Thrissur,Thrissur,Kerala
679335,Thrissur,Thrissur,Kerala
686620,Kottayam,Kottayam,Kerala
688546,Alappuzha,Alappuzha,Kerala
691509,Kollam,Kollam,Kerala
723149,Puruliya,Purulia,West Bengal
734215,Darjiling,Darjeeling,West Bengal
741137,Krishnagar,Nadiad,West Bengal
743234,Alipore,North 24 Parganas,West Bengal
743272,Alipore,North 24 Parganas,West Bengal
743376,Barast,South 24 Parganas,West Bengal
754010,Cuttack,Cuttack,Orissa
757051,Baripara,Mayurbhanj,Orissa
781018,Guwahati,Kamrup,Assam
781350,Nalbari,Nalbari,Assam
781377,Nalbari,Nalbari,Assam
782143,Nagaon,Nagaon,Assam
785701,Dibrugarh,Dibrugarh,Assam
786630,Dibrugarh,Dibrugarh,Assam
799206,Agartala,West Tripura,Tripura
802154,Arrah,Bhojpur,Bihar
804424,Gaya,Gaya,Bihar
834007,Ranchi,Ranchi,Jharkhand
835301,Ranchi,Ranchi,Jharkhand
841201,Saran,Saran,Bihar
841247,Saran,Saran,Bihar
848145,Samastipur,Samastipur,Bihar
851203,Khagaria,Khagaria,Bihar
124101,Rohtak,Rohtak,Haryana
124140,Rohtak,Rohtak,Haryana
126126,Jind,Jind,Haryana
126151,Jind,Jind,Haryana
131027,Sonepat,Sonepat,Haryana
132141,Karnal,Karnal,Haryana
133207,Ambala,Ambala,Haryana
143117,Amritsar,Amritsar,Punjab
151101,Bhatinda,Bhatinda,Punjab
173230,Solan,Solan,Himachal Pradesh
184207,Kathua,Kathua,Jammu & Kashmir
192144,Anantnag,Anantnag,Jammu & Kashmir
192403,Anantnag,Anantnag,Jammu & Kashmir
203145,Bulandshahr,Bulandshahr,Uttar Pradesh
221207,Varanasi,Varanasi,Uttar Pradesh
222138,Jaunpur,Jaunpur,Uttar Pradesh
222143,Jaunpur,Jaunpur,Uttar Pradesh
230406,Pratapgarh,Pratapgarh,Uttar Pradesh
232102,Chandauli,Chandauli,Uttar Pradesh
244714,Moradabad,Moradabad,Uttar Pradesh
248102,Dehradun,Dehradun,Uttaranchal
263665,Almora,Almora,Uttaranchal
271302,Gonda,Gonda,Uttar Pradesh
271403,Gonda,Gonda,Uttar Pradesh
285001,Jalaun,Jalaun,Uttar Pradesh
301415,Alwar,Alwar,Rajasthan
302020,Jaipur,Jaipur,Rajasthan
305003,Ajmer,Ajmer,Rajasthan
312402,Chittorgarh,Chittorgarh,Rajasthan
328025,Rajakhera,Dholpur,Rajasthan
332311,Sikar,Sikar,Rajasthan
332402,Sikar,Sikar,Rajasthan
332717,JhunJhunu,JhunJhunu,Rajasthan
332745,Sikar,Sikar,Rajasthan
342024,Jodhpur,Jodhpur,Rajasthan
344021,Barmer,Barmer,Rajasthan
360320,Rajkot,Rajkot,Gujarat
361170,Jamnagar,Jamnagar,Gujarat
370471,Bhuj,Kuchchh,Gujarat
380054,Ahmedabad,Ahmedabad,Gujarat
384174,Mahesana,Mahesana,Gujarat
385340,Radhanpur,Banaskantha,Gujarat
392310,Vadodara,Vadodara,Gujarat
401203,Thane,Thane,Maharashtra
401301,Thane,Thane,Maharashtra
403723,Margao,South Goa,Goa
412310,Pune,Pune,Maharashtra
415520,Satara,Satara,Maharashtra
415523,Phaltan,Satara,Maharashtra
416005,Kolhapur,Kolhapur,Maharashtra
416621,Oras,Sindhudurg,Maharashtra
422302,Nashik,Nashik,Maharashtra
425435,Jalgaon,Jalgaon,Maharashtra
441914,Bhandara,Bhandara,Maharashtra
445003,Yeotamal,Yeotamal,Maharashtra
445202,Darwha,Yeotamal,Maharashtra
451551,Barwani,Barwani,Madhya Pradesh
454010,Dhar,Dhar,Madhya Pradesh
462046,Mandideep,Bhopal,Madhya Pradesh
476133,Tikamgarh,Tikamgarh,Madhya Pradesh
480664,Seoni,Seoni,Madhya Pradesh
483113,Patan,Jabalpur,Madhya Pradesh
485002,Satna,Satna,Madhya Pradesh
501146,Agnoor,Ranga Reddy,Andhra Pradesh
506368,Warangal,Warangal,Andhra Pradesh
517111,Chittoor,Chittoor,Andhra Pradesh
518018,Kurnool,Kurnool,Andhra Pradesh
518503,Kurnool,Kurnool,Andhra Pradesh
518515,Kurnool,Kurnool,Andhra Pradesh
520011,Krishna,Krishna,Andhra Pradesh
521227,Karimnagar,Karimnagar,Andhra Pradesh
530020,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh
531001,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh
533577,East Godavari,East Godavari,Andhra Pradesh
560063,Bangalore,Bangalore,Karnataka
560065,Bangalore,Bangalore,Karnataka
562134,Bangalore,Bangalore,Karnataka
562140,Bangalore,Bangalore,Karnataka
571177,Mysore,Mysore,Karnataka
571483,Heggadadevankote,Mandya,Karnataka
572226,Chiknayakanhalli,Tumkur,Karnataka
574201,Puttur,Dak. Kannada,Karnataka
574504,Mangalore,Dak. Kannada,Karnataka
576120,Mangalore,Dak. Kannada,Karnataka
577124,Mudigere,Chikamaglur,Karnataka
577170,Afzalpur,Chikamaglur,Karnataka
577301,Shimoga,Shimoga,Karnataka
583226,Bellary,Bellary,Karnataka
583255,Bellary,Bellary,Karnataka
584132,Sindhnur,Raichur,Karnataka
585211,Lingsugur,Gulbarga,Karnataka
585258,Sirsi,Bidar,Karnataka
586210,Bijapur,Bijapur,Karnataka
587209,Bijapur,Bijapur,Karnataka
591193,Belgaum,Belgaum,Karnataka
591216,Belgaum,Belgaum,Karnataka
591249,Belgaum,Belgaum,Karnataka
591510,Belgaum,Belgaum,Karnataka
591511,Belgaum,Belgaum,Karnataka
614031,Thanjavur,Thanjavur,Tamil Nadu
614725,Thanjavur,Thanjavur,Tamil Nadu
623546,Ramanathapuram,Ramanathapuram,Tamil Nadu
628653,Thoothukkudi,Thoothukkudi,Tamil Nadu
629807,Kanyakumari,Kanyakumari,Tamil Nadu
635107,Dharmapuri,Dharmapuri,Tamil Nadu
636008,Salem,Salem,Tamil Nadu
636351,Salem,Salem,Tamil Nadu
638104,Modakurichi,Madurai,Tamil Nadu
